case_id,target_zone,lockup_trace,operation_count,paper_stock,humidity_band,forme_orientation,impression_force,ink_spread_pct,paper_lift_pct,slip_risk_pct,count_shift,count_split,count_tighten,count_relief,count_swell,count_smear,count_clamp,count_rotate,operation_bin_private,force_bin_private,structure_private
lp_14ebd90df14d60c,Z4,PLACE Z7 WOOD 17; PLACE Z5 METAL 23; PLACE Z2 SPACER 23; PLACE Z0 QUOIN 12; SHIFT Z5 Z1 3 0.00; SHIFT Z0 Z5 8 0.00; SHIFT Z0 Z0 5 0.03; ROTATE 1; TIGHTEN Z4 0.04 0.08; RELIEF Z7 0.28 0.20; TIGHTEN Z6 0.10 0.08; SHIFT Z0 Z0 8 0.07; SHIFT Z3 Z0 19 0.00; ROTATE 3; TIGHTEN Z3 0.31 0.03; SWELL Z6 0.13 0.00; SHIFT Z6 Z6 3 0.00; TIGHTEN Z7 0.18 0.08; SWELL Z7 0.06 0.04; SHIFT Z6 Z3 13 0.12; ROTATE 3; SMEAR Z1 0.24 0.16; SMEAR Z2 0.07 0.09; SMEAR Z6 0.03 0.09; SPLIT Z0 Z6 Z1 9 0.20 0.00; SPLIT Z7 Z0 Z3 9 0.20 0.04; RELIEF Z5 0.16 0.00; SPLIT Z1 Z3 Z4 15 0.20 0.09; SPLIT Z3 Z3 Z0 5 0.20 0.09; RELIEF Z1 0.09 0.00; RELIEF Z3 0.09 0.05; SMEAR Z0 0.14 0.16; SHIFT Z6 Z3 3 0.12; SHIFT Z4 Z2 5 0.12; SWELL Z3 0.02 0.00; SHIFT Z2 Z7 19 0.07; SWELL Z1 0.06 0.04; SHIFT Z7 Z4 3 0.07; TIGHTEN Z3 0.18 0.03; SWELL Z3 0.13 0.04; RELIEF Z7 0.09 0.05; RELIEF Z1 0.04 0.20; SPLIT Z4 Z4 Z1 22 0.35 0.09; RELIEF Z2 0.16 0.20; SMEAR Z4 0.03 0.00; TIGHTEN Z7 0.31 0.00; SWELL Z1 0.13 0.18,47,newsprint,dry,south,16.495552,59.977417,8.729491,31.293091,11,5,6,7,6,5,0,3,long,mid,rotate
lp_4f26b2c0c8e9c30,Z6,PLACE Z6 WOOD 12; PLACE Z2 QUOIN 23; PLACE Z0 WOOD 31; PLACE Z1 SPACER 23; SWELL Z7 0.02 0.10; SWELL Z7 0.02 0.18; SPLIT Z1 Z6 Z3 22 0.20 0.09; SPLIT Z2 Z4 Z3 15 0.35 0.09; ROTATE 3; RELIEF Z6 0.28 0.11; SPLIT Z5 Z2 Z0 5 0.50 0.00; TIGHTEN Z7 0.31 0.03; SHIFT Z2 Z2 8 0.03; SWELL Z5 0.13 0.10; SMEAR Z7 0.14 0.16; SHIFT Z7 Z2 13 0.03; SHIFT Z4 Z7 13 0.07; ROTATE 2; CLAMP Z3 60; SHIFT Z4 Z3 3 0.00; SMEAR Z1 0.14 0.04; ROTATE 3; RELIEF Z7 0.04 0.05; RELIEF Z5 0.28 0.00; SWELL Z7 0.02 0.18; RELIEF Z4 0.04 0.00; SPLIT Z4 Z1 Z6 9 0.20 0.04; CLAMP Z1 60; SPLIT Z6 Z0 Z7 9 0.20 0.00; SPLIT Z0 Z2 Z7 22 0.35 0.09; SHIFT Z2 Z0 13 0.07; CLAMP Z1 60; SHIFT Z3 Z5 5 0.07; SPLIT Z5 Z1 Z7 5 0.50 0.04; SMEAR Z1 0.14 0.00; ROTATE 2; SHIFT Z0 Z4 13 0.00; SHIFT Z3 Z4 13 0.00; RELIEF Z2 0.04 0.00,39,rag,dry,west,3.19424,0.0,0.0,0.0,8,7,1,5,4,3,3,4,medium,low,rotate
lp_7867cd044d682c9,Z2,PLACE Z3 QUOIN 17; PLACE Z4 QUOIN 8; PLACE Z5 QUOIN 17; TIGHTEN Z7 0.18 0.03; SHIFT Z4 Z3 13 0.00; SMEAR Z5 0.24 0.16; SHIFT Z5 Z3 13 0.03; SHIFT Z5 Z6 3 0.07; SMEAR Z1 0.24 0.00; SPLIT Z3 Z3 Z7 9 0.20 0.04; CLAMP Z5 28; ROTATE 2; SHIFT Z0 Z6 13 0.03; TIGHTEN Z0 0.10 0.14; SPLIT Z5 Z7 Z2 5 0.65 0.09; SWELL Z6 0.13 0.10; RELIEF Z0 0.28 0.11; SHIFT Z2 Z4 8 0.12; SHIFT Z1 Z3 8 0.12; SMEAR Z3 0.14 0.16; TIGHTEN Z2 0.04 0.08; SPLIT Z7 Z2 Z4 5 0.65 0.00; TIGHTEN Z1 0.18 0.03; SPLIT Z3 Z5 Z7 5 0.35 0.00; RELIEF Z6 0.09 0.05; RELIEF Z7 0.09 0.20; ROTATE 7; ROTATE 1; RELIEF Z5 0.16 0.11; TIGHTEN Z2 0.10 0.03; TIGHTEN Z4 0.10 0.08; SWELL Z6 0.22 0.18; SPLIT Z5 Z0 Z4 15 0.65 0.09; SMEAR Z7 0.14 0.16; RELIEF Z3 0.09 0.05; SWELL Z1 0.22 0.18; SHIFT Z3 Z2 13 0.00; TIGHTEN Z0 0.31 0.14; SPLIT Z0 Z2 Z5 22 0.65 0.04; SPLIT Z7 Z0 Z6 15 0.35 0.04; SPLIT Z5 Z1 Z0 5 0.35 0.09; CLAMP Z2 28; TIGHTEN Z3 0.31 0.03; SMEAR Z1 0.03 0.04; RELIEF Z3 0.04 0.20; ROTATE 1; SMEAR Z0 0.03 0.09; SHIFT Z6 Z5 5 0.07; SHIFT Z3 Z5 3 0.00,49,cotton,steady,east,6.260951,29.270271,18.887229,51.8425,9,8,8,6,3,6,2,4,long,low,rotate
lp_423b4f18092c576,Z5,PLACE Z6 METAL 17; PLACE Z0 SPACER 8; PLACE Z3 SPACER 8; CLAMP Z6 18; SPLIT Z0 Z1 Z5 5 0.50 0.00; ROTATE 3; ROTATE 1; SPLIT Z1 Z7 Z4 9 0.20 0.09; SPLIT Z5 Z4 Z5 5 0.20 0.00; SMEAR Z2 0.03 0.09; RELIEF Z7 0.16 0.11; SHIFT Z5 Z7 3 0.03; TIGHTEN Z7 0.18 0.14; SPLIT Z4 Z5 Z4 9 0.80 0.04; SWELL Z2 0.13 0.18; SWELL Z7 0.13 0.00; SHIFT Z2 Z2 13 0.03; SHIFT Z5 Z3 13 0.03; SPLIT Z2 Z0 Z2 15 0.80 0.00; CLAMP Z4 28; SWELL Z5 0.02 0.00; SWELL Z6 0.06 0.18; TIGHTEN Z5 0.31 0.00; TIGHTEN Z3 0.04 0.08; RELIEF Z6 0.09 0.20; SMEAR Z2 0.03 0.16; SHIFT Z2 Z5 13 0.03; SHIFT Z4 Z0 19 0.03; SMEAR Z0 0.03 0.04; SHIFT Z5 Z3 19 0.07; SWELL Z2 0.02 0.18; RELIEF Z5 0.28 0.11; RELIEF Z3 0.28 0.20,33,rag,steady,north,0.0,0.0,100.0,0.0,6,5,3,4,5,3,2,2,short,empty,smear
lp_ddfc02661c21e73,Z2,PLACE Z0 SPACER 17; PLACE Z4 WOOD 23; PLACE Z5 QUOIN 8; ROTATE 5; SWELL Z5 0.06 0.00; SPLIT Z2 Z1 Z7 9 0.80 0.04; RELIEF Z5 0.09 0.20; TIGHTEN Z5 0.31 0.03; TIGHTEN Z3 0.04 0.08; SWELL Z4 0.02 0.04; RELIEF Z6 0.16 0.00; TIGHTEN Z2 0.31 0.14; CLAMP Z2 60; SPLIT Z7 Z2 Z0 5 0.35 0.04; CLAMP Z2 42; ROTATE 7; SPLIT Z4 Z0 Z7 9 0.35 0.04; SWELL Z5 0.02 0.00; CLAMP Z6 18; TIGHTEN Z1 0.31 0.00; RELIEF Z4 0.04 0.11; SPLIT Z7 Z3 Z2 22 0.20 0.00; SWELL Z4 0.02 0.04; RELIEF Z3 0.16 0.20; ROTATE 2; RELIEF Z6 0.04 0.11; RELIEF Z7 0.09 0.20; SHIFT Z2 Z5 8 0.07; SHIFT Z6 Z0 3 0.00; SHIFT Z0 Z4 8 0.07; SHIFT Z4 Z3 8 0.12; TIGHTEN Z4 0.18 0.00; SPLIT Z3 Z2 Z7 22 0.50 0.04; SPLIT Z2 Z3 Z1 9 0.20 0.00; SHIFT Z5 Z2 19 0.00; SHIFT Z3 Z2 8 0.00; SHIFT Z2 Z3 3 0.03; SHIFT Z7 Z4 3 0.12; SHIFT Z1 Z6 13 0.03; SPLIT Z3 Z6 Z4 15 0.35 0.04; SMEAR Z6 0.14 0.16,41,rag,steady,south,21.492256,27.18755,53.574171,19.238279,9,7,5,6,4,1,3,3,medium,mid,rotate
lp_16d50932ed6f773,Z6,PLACE Z2 METAL 23; PLACE Z3 WOOD 17; PLACE Z0 SPACER 12; PLACE Z4 SPACER 31; PLACE Z7 QUOIN 8; TIGHTEN Z1 0.10 0.00; SMEAR Z7 0.14 0.16; RELIEF Z4 0.09 0.05; SWELL Z1 0.13 0.10; SHIFT Z4 Z6 5 0.12; RELIEF Z4 0.28 0.05; SPLIT Z4 Z6 Z5 22 0.80 0.04; SMEAR Z7 0.07 0.00; RELIEF Z3 0.09 0.11; CLAMP Z5 60; ROTATE 2; SMEAR Z5 0.07 0.16; RELIEF Z2 0.09 0.11; TIGHTEN Z6 0.18 0.14; SMEAR Z5 0.14 0.16; SHIFT Z7 Z3 19 0.03; CLAMP Z1 42; SHIFT Z5 Z7 19 0.03; SWELL Z6 0.02 0.10; CLAMP Z5 60; TIGHTEN Z6 0.04 0.03; RELIEF Z1 0.04 0.20; SWELL Z7 0.06 0.10; SWELL Z0 0.13 0.10; SHIFT Z2 Z2 5 0.12; SHIFT Z3 Z7 19 0.12; SMEAR Z0 0.07 0.00; RELIEF Z3 0.16 0.00; SMEAR Z3 0.14 0.00; SHIFT Z2 Z3 19 0.03,35,rag,dry,north,0.0,0.0,8.666795,91.333205,6,1,3,6,4,6,3,1,medium,empty,smear
lp_1cae0db36b3d880,Z4,PLACE Z6 QUOIN 12; PLACE Z1 METAL 12; PLACE Z3 METAL 17; PLACE Z5 SPACER 17; RELIEF Z5 0.04 0.00; SHIFT Z6 Z2 3 0.12; RELIEF Z0 0.16 0.00; RELIEF Z4 0.09 0.05; SWELL Z2 0.13 0.04; RELIEF Z1 0.04 0.00; TIGHTEN Z3 0.31 0.08; CLAMP Z7 18; RELIEF Z2 0.16 0.05; ROTATE 2; SMEAR Z6 0.07 0.16; TIGHTEN Z5 0.18 0.03; RELIEF Z0 0.04 0.11; SHIFT Z3 Z6 5 0.03; SMEAR Z6 0.14 0.00; TIGHTEN Z6 0.18 0.00; ROTATE 2; SPLIT Z2 Z1 Z7 9 0.35 0.00; RELIEF Z0 0.28 0.05; SHIFT Z6 Z4 13 0.07; TIGHTEN Z6 0.10 0.08; SWELL Z2 0.22 0.04; SHIFT Z1 Z3 19 0.07; SMEAR Z6 0.07 0.16; SPLIT Z0 Z0 Z4 22 0.20 0.00; SMEAR Z1 0.03 0.09; CLAMP Z3 42; ROTATE 7; SHIFT Z3 Z5 19 0.03; SPLIT Z2 Z0 Z5 22 0.65 0.04; CLAMP Z2 60; SPLIT Z0 Z3 Z0 5 0.20 0.00,36,vellum,steady,west,7.178377,69.934092,19.780202,10.285705,5,4,4,7,2,4,3,3,medium,low,rotate
lp_3d241a28db8fb98,Z6,PLACE Z3 SPACER 12; PLACE Z2 WOOD 12; PLACE Z1 WOOD 12; SHIFT Z1 Z5 13 0.07; SWELL Z0 0.13 0.18; ROTATE 5; ROTATE 1; ROTATE 1; ROTATE 2; RELIEF Z5 0.04 0.11; SPLIT Z6 Z2 Z4 9 0.80 0.04; SHIFT Z2 Z6 8 0.00; SWELL Z6 0.22 0.18; TIGHTEN Z7 0.10 0.08; RELIEF Z6 0.09 0.05; TIGHTEN Z0 0.18 0.14; TIGHTEN Z3 0.10 0.03; RELIEF Z2 0.16 0.05; ROTATE 3; ROTATE 1; RELIEF Z7 0.09 0.11; SHIFT Z2 Z2 13 0.03; ROTATE 5; SHIFT Z5 Z6 19 0.03; SMEAR Z4 0.24 0.16; SHIFT Z6 Z3 3 0.00; SPLIT Z6 Z4 Z2 9 0.80 0.09; ROTATE 1; SMEAR Z5 0.14 0.16; SHIFT Z7 Z3 19 0.07; SHIFT Z0 Z3 19 0.00; ROTATE 7; RELIEF Z6 0.09 0.20; RELIEF Z5 0.04 0.11; TIGHTEN Z4 0.18 0.08; SMEAR Z5 0.03 0.16; SPLIT Z2 Z6 Z0 9 0.50 0.00; SPLIT Z0 Z3 Z1 5 0.20 0.00; SMEAR Z6 0.03 0.00; SWELL Z7 0.02 0.00; SHIFT Z2 Z1 19 0.07; TIGHTEN Z0 0.04 0.03,42,rag,dry,north,2.970676,24.070392,55.68295,20.246658,8,4,5,6,3,4,0,9,medium,low,rotate
lp_6ccfa60348de152,Z3,PLACE Z5 METAL 23; PLACE Z0 SPACER 31; PLACE Z4 SPACER 12; PLACE Z1 QUOIN 8; PLACE Z2 METAL 31; SHIFT Z1 Z3 5 0.03; RELIEF Z7 0.09 0.11; SPLIT Z4 Z7 Z5 5 0.65 0.09; SMEAR Z6 0.24 0.00; RELIEF Z1 0.28 0.20; SMEAR Z4 0.24 0.00; ROTATE 2; ROTATE 3; SWELL Z4 0.02 0.04; ROTATE 3; TIGHTEN Z1 0.18 0.14; SPLIT Z2 Z0 Z4 15 0.80 0.04; TIGHTEN Z5 0.10 0.14; SPLIT Z3 Z4 Z3 22 0.20 0.04; RELIEF Z3 0.16 0.05; SPLIT Z1 Z0 Z7 22 0.35 0.00; SPLIT Z7 Z2 Z3 5 0.35 0.04; TIGHTEN Z7 0.10 0.03; SPLIT Z3 Z4 Z3 9 0.20 0.04; SPLIT Z0 Z7 Z0 15 0.20 0.09; SWELL Z3 0.13 0.18; SMEAR Z3 0.03 0.16; SHIFT Z2 Z3 13 0.12; SMEAR Z3 0.14 0.00; ROTATE 1; SPLIT Z4 Z1 Z5 15 0.80 0.00; SWELL Z7 0.13 0.00; SHIFT Z3 Z0 13 0.12; ROTATE 1; SHIFT Z2 Z6 3 0.12; SHIFT Z2 Z2 8 0.12; SWELL Z6 0.02 0.04; SPLIT Z2 Z6 Z2 5 0.80 0.09; SMEAR Z5 0.07 0.09; ROTATE 5; RELIEF Z4 0.16 0.00; SMEAR Z6 0.24 0.09; ROTATE 5; SHIFT Z4 Z4 3 0.12; SWELL Z5 0.13 0.10; SHIFT Z4 Z5 5 0.07,46,newsprint,dry,south,7.535957,62.00742,16.152371,21.840208,7,9,3,4,5,6,0,7,long,low,rotate
lp_c8cc970251a3e26,Z7,PLACE Z6 METAL 31; PLACE Z5 QUOIN 8; PLACE Z4 SPACER 17; SMEAR Z5 0.24 0.16; CLAMP Z2 18; SHIFT Z6 Z0 19 0.07; SPLIT Z6 Z0 Z6 15 0.35 0.04; ROTATE 2; SMEAR Z5 0.24 0.09; ROTATE 2; SHIFT Z1 Z7 3 0.12; RELIEF Z5 0.09 0.05; RELIEF Z1 0.09 0.05; SWELL Z0 0.06 0.10; RELIEF Z5 0.16 0.20; SPLIT Z0 Z5 Z1 15 0.65 0.00; SHIFT Z2 Z6 13 0.00; SHIFT Z0 Z1 19 0.03; ROTATE 5; SHIFT Z4 Z0 19 0.00; TIGHTEN Z4 0.31 0.00; RELIEF Z6 0.16 0.20; SPLIT Z2 Z3 Z7 5 0.50 0.09; RELIEF Z2 0.16 0.20; SPLIT Z0 Z6 Z3 5 0.20 0.00; SMEAR Z1 0.14 0.16; CLAMP Z7 28; CLAMP Z0 42; SMEAR Z3 0.24 0.09; RELIEF Z5 0.04 0.00; TIGHTEN Z5 0.10 0.14; SHIFT Z6 Z4 3 0.07; TIGHTEN Z7 0.18 0.03; ROTATE 2; SWELL Z4 0.22 0.04; SHIFT Z5 Z0 19 0.12; SHIFT Z0 Z4 5 0.12; RELIEF Z7 0.09 0.11; SPLIT Z0 Z2 Z3 22 0.65 0.09; TIGHTEN Z1 0.04 0.00; CLAMP Z6 60; SMEAR Z0 0.07 0.16; SPLIT Z2 Z2 Z4 9 0.20 0.09; SHIFT Z6 Z7 5 0.12; SHIFT Z4 Z6 5 0.12; SHIFT Z4 Z4 5 0.00,46,rag,dry,east,8.724781,15.357844,49.637089,35.005068,11,6,4,7,2,5,4,4,long,low,rotate
lp_244604b0c46fbcf,Z5,PLACE Z3 METAL 31; PLACE Z7 SPACER 8; PLACE Z6 QUOIN 23; SPLIT Z6 Z1 Z0 9 0.80 0.09; CLAMP Z6 60; TIGHTEN Z2 0.04 0.08; ROTATE 5; ROTATE 5; ROTATE 1; TIGHTEN Z5 0.10 0.14; ROTATE 2; TIGHTEN Z1 0.31 0.14; SWELL Z6 0.22 0.10; TIGHTEN Z1 0.18 0.08; SPLIT Z6 Z0 Z3 9 0.65 0.00; SWELL Z4 0.22 0.10; TIGHTEN Z5 0.31 0.08; ROTATE 3; SPLIT Z7 Z1 Z3 9 0.80 0.09; TIGHTEN Z0 0.18 0.03; SMEAR Z5 0.07 0.09; SPLIT Z1 Z5 Z0 5 0.50 0.04; TIGHTEN Z0 0.18 0.00; SPLIT Z6 Z2 Z1 5 0.20 0.00; CLAMP Z7 60; TIGHTEN Z5 0.10 0.00; ROTATE 2; TIGHTEN Z2 0.04 0.03; RELIEF Z2 0.16 0.20; CLAMP Z6 60; ROTATE 3; SWELL Z7 0.06 0.00; RELIEF Z4 0.16 0.20; SMEAR Z1 0.14 0.09; RELIEF Z2 0.04 0.11; SPLIT Z7 Z6 Z2 15 0.80 0.00; SHIFT Z0 Z7 3 0.03; SMEAR Z6 0.24 0.04; TIGHTEN Z4 0.18 0.08; ROTATE 3; SHIFT Z2 Z2 13 0.00; RELIEF Z4 0.09 0.20,42,rag,damp,south,2.233629,7.780793,82.512014,9.707193,2,6,10,4,3,3,3,8,medium,low,rotate
lp_de10830bd283635,Z7,PLACE Z5 QUOIN 31; PLACE Z3 SPACER 8; PLACE Z1 QUOIN 23; CLAMP Z0 42; SHIFT Z5 Z7 19 0.07; SPLIT Z5 Z3 Z1 9 0.80 0.00; RELIEF Z2 0.09 0.20; TIGHTEN Z7 0.04 0.14; ROTATE 7; RELIEF Z6 0.09 0.00; SMEAR Z7 0.14 0.16; TIGHTEN Z2 0.10 0.03; SWELL Z7 0.06 0.10; SWELL Z1 0.22 0.00; CLAMP Z2 28; ROTATE 7; SWELL Z4 0.06 0.18; RELIEF Z6 0.28 0.20; TIGHTEN Z0 0.31 0.03; ROTATE 5; ROTATE 7; TIGHTEN Z3 0.18 0.00; SPLIT Z1 Z3 Z5 15 0.35 0.04; RELIEF Z5 0.28 0.00; SHIFT Z1 Z0 3 0.07; SMEAR Z5 0.24 0.00; SPLIT Z0 Z6 Z5 5 0.65 0.09; RELIEF Z4 0.04 0.11; CLAMP Z3 60; SPLIT Z3 Z3 Z7 9 0.50 0.09; RELIEF Z0 0.04 0.00; RELIEF Z6 0.28 0.11; RELIEF Z2 0.28 0.20; SHIFT Z3 Z0 5 0.03; SHIFT Z7 Z5 3 0.00; SHIFT Z0 Z2 19 0.03; CLAMP Z3 18,37,rag,steady,west,6.468864,20.959626,21.368413,57.671962,5,4,4,8,3,2,4,4,medium,low,rotate
lp_549a2fe18f8856f,Z5,PLACE Z0 QUOIN 23; PLACE Z6 QUOIN 12; PLACE Z7 SPACER 31; PLACE Z2 WOOD 17; PLACE Z1 METAL 12; RELIEF Z0 0.04 0.05; RELIEF Z5 0.09 0.20; SHIFT Z7 Z6 13 0.07; RELIEF Z3 0.04 0.11; SPLIT Z6 Z4 Z0 22 0.65 0.00; ROTATE 2; TIGHTEN Z2 0.18 0.08; SHIFT Z6 Z3 3 0.03; TIGHTEN Z6 0.04 0.00; SHIFT Z6 Z2 19 0.03; RELIEF Z5 0.04 0.05; SWELL Z1 0.06 0.04; TIGHTEN Z1 0.04 0.03; TIGHTEN Z0 0.31 0.03; SWELL Z6 0.13 0.00; SMEAR Z2 0.14 0.09; SPLIT Z4 Z2 Z4 5 0.35 0.00; TIGHTEN Z7 0.10 0.14; ROTATE 7; RELIEF Z5 0.04 0.11; SMEAR Z5 0.03 0.16; SWELL Z3 0.22 0.10; SHIFT Z7 Z5 19 0.12; ROTATE 7; SHIFT Z1 Z5 3 0.12; RELIEF Z1 0.09 0.20; SPLIT Z4 Z5 Z2 5 0.50 0.00; TIGHTEN Z4 0.10 0.14; RELIEF Z2 0.04 0.00; RELIEF Z0 0.28 0.05; SHIFT Z7 Z4 3 0.03; RELIEF Z0 0.09 0.20; SWELL Z4 0.06 0.10; SHIFT Z7 Z5 3 0.12; SHIFT Z2 Z7 8 0.03; SHIFT Z2 Z4 8 0.03; SWELL Z3 0.06 0.04; ROTATE 2; SPLIT Z3 Z1 Z5 15 0.65 0.09; SMEAR Z4 0.07 0.00; SMEAR Z0 0.14 0.04; SPLIT Z5 Z1 Z6 15 0.20 0.04; RELIEF Z7 0.16 0.00; SHIFT Z2 Z3 5 0.03; RELIEF Z7 0.09 0.20; SPLIT Z6 Z7 Z1 15 0.50 0.04; SHIFT Z2 Z7 19 0.03,52,rag,damp,south,0.52808,0.0,0.0,0.0,11,6,6,11,5,4,0,4,long,empty,rotate
lp_1b0702675f4d94d,Z7,PLACE Z7 WOOD 17; PLACE Z1 METAL 17; PLACE Z0 QUOIN 23; PLACE Z6 QUOIN 23; PLACE Z4 QUOIN 8; ROTATE 5; SWELL Z1 0.13 0.04; TIGHTEN Z2 0.10 0.00; SPLIT Z6 Z7 Z2 15 0.20 0.04; CLAMP Z5 18; TIGHTEN Z4 0.31 0.00; TIGHTEN Z3 0.04 0.08; RELIEF Z7 0.09 0.11; SWELL Z6 0.13 0.04; SWELL Z1 0.13 0.10; SHIFT Z4 Z1 5 0.12; SPLIT Z1 Z2 Z6 5 0.65 0.00; TIGHTEN Z5 0.04 0.14; SMEAR Z5 0.14 0.16; TIGHTEN Z1 0.31 0.08; CLAMP Z3 28; CLAMP Z6 60; SHIFT Z6 Z3 3 0.07; SWELL Z6 0.02 0.10; SHIFT Z2 Z4 3 0.00; SHIFT Z2 Z7 8 0.00; ROTATE 1; CLAMP Z2 28; RELIEF Z7 0.04 0.05; SPLIT Z4 Z6 Z4 22 0.80 0.00; TIGHTEN Z5 0.31 0.14; ROTATE 1; SHIFT Z3 Z6 8 0.07; SMEAR Z0 0.07 0.16; SMEAR Z0 0.03 0.04; CLAMP Z6 42; ROTATE 3; SWELL Z4 0.22 0.04; SPLIT Z4 Z4 Z1 5 0.65 0.04; SHIFT Z4 Z7 8 0.00; TIGHTEN Z6 0.10 0.08; TIGHTEN Z2 0.10 0.00; ROTATE 7; SPLIT Z3 Z4 Z5 22 0.35 0.00; TIGHTEN Z3 0.18 0.03,45,newsprint,damp,south,7.624375,31.914803,12.917112,55.168085,6,5,9,2,5,3,5,5,long,low,rotate
lp_443946230f81d46,Z5,PLACE Z2 SPACER 8; PLACE Z6 SPACER 23; PLACE Z0 METAL 12; PLACE Z4 WOOD 23; PLACE Z1 QUOIN 31; SHIFT Z6 Z1 8 0.03; TIGHTEN Z6 0.10 0.08; SPLIT Z1 Z6 Z0 5 0.65 0.04; CLAMP Z4 42; RELIEF Z6 0.09 0.20; TIGHTEN Z0 0.18 0.00; SMEAR Z6 0.03 0.00; SHIFT Z0 Z6 19 0.12; SMEAR Z4 0.24 0.04; SPLIT Z2 Z1 Z2 22 0.80 0.00; SHIFT Z2 Z0 3 0.00; SHIFT Z1 Z4 13 0.07; TIGHTEN Z5 0.10 0.00; SHIFT Z6 Z7 13 0.00; SPLIT Z0 Z0 Z5 9 0.35 0.04; SMEAR Z1 0.24 0.09; SHIFT Z1 Z5 13 0.03; SPLIT Z1 Z3 Z5 9 0.65 0.09; SHIFT Z4 Z3 19 0.07; TIGHTEN Z3 0.10 0.00; TIGHTEN Z5 0.18 0.03; SPLIT Z5 Z1 Z3 22 0.50 0.09; RELIEF Z4 0.16 0.11; SHIFT Z4 Z6 3 0.07; RELIEF Z7 0.04 0.20; TIGHTEN Z1 0.04 0.00; SHIFT Z3 Z1 19 0.12; TIGHTEN Z7 0.10 0.03; SHIFT Z1 Z6 5 0.07; TIGHTEN Z0 0.10 0.14; SMEAR Z6 0.24 0.09; SHIFT Z4 Z7 5 0.03; TIGHTEN Z3 0.18 0.00; SHIFT Z4 Z3 8 0.12; SHIFT Z7 Z7 8 0.00; SWELL Z3 0.02 0.10; RELIEF Z3 0.09 0.11; SWELL Z6 0.06 0.04; SHIFT Z0 Z5 3 0.00; SPLIT Z5 Z5 Z0 15 0.50 0.04; SHIFT Z3 Z1 8 0.07; SHIFT Z6 Z2 8 0.07; SHIFT Z3 Z6 19 0.12; ROTATE 1; SWELL Z6 0.13 0.10,50,newsprint,damp,west,0.0,0.0,0.0,0.0,17,6,9,4,3,4,1,1,long,empty,smear
lp_f2eeed0ade2bc8e,Z7,PLACE Z3 WOOD 17; PLACE Z1 QUOIN 23; PLACE Z7 SPACER 31; PLACE Z0 METAL 12; CLAMP Z1 42; SPLIT Z3 Z1 Z2 15 0.35 0.09; RELIEF Z7 0.16 0.00; TIGHTEN Z1 0.31 0.14; SPLIT Z1 Z3 Z0 22 0.80 0.09; SWELL Z6 0.06 0.00; SMEAR Z0 0.03 0.16; SHIFT Z1 Z3 3 0.00; RELIEF Z0 0.28 0.20; RELIEF Z3 0.04 0.20; TIGHTEN Z0 0.10 0.03; SMEAR Z3 0.07 0.16; SMEAR Z5 0.03 0.16; SMEAR Z5 0.03 0.09; ROTATE 5; SMEAR Z4 0.14 0.16; CLAMP Z7 18; RELIEF Z0 0.09 0.00; SMEAR Z2 0.24 0.00; ROTATE 3; RELIEF Z4 0.04 0.00; SHIFT Z1 Z4 3 0.07; CLAMP Z2 28; SWELL Z3 0.06 0.18; TIGHTEN Z2 0.18 0.08; SHIFT Z3 Z4 3 0.00; SPLIT Z2 Z2 Z5 5 0.65 0.00; ROTATE 5; ROTATE 7; CLAMP Z1 18; TIGHTEN Z1 0.31 0.08; SMEAR Z3 0.24 0.09; ROTATE 2; ROTATE 5; SHIFT Z3 Z2 8 0.00; ROTATE 1; TIGHTEN Z1 0.10 0.00; TIGHTEN Z1 0.04 0.03; TIGHTEN Z0 0.04 0.03; CLAMP Z1 18; TIGHTEN Z5 0.31 0.14,45,newsprint,steady,south,14.548671,20.557336,24.786482,54.656182,4,3,8,5,2,7,5,7,long,mid,rotate
lp_ca227172090e6bb,Z7,PLACE Z6 METAL 31; PLACE Z1 METAL 17; PLACE Z7 WOOD 31; PLACE Z5 QUOIN 8; PLACE Z4 METAL 23; SHIFT Z6 Z5 13 0.00; TIGHTEN Z6 0.10 0.08; ROTATE 5; ROTATE 7; TIGHTEN Z6 0.10 0.00; RELIEF Z3 0.04 0.00; CLAMP Z0 18; SHIFT Z0 Z4 8 0.07; SMEAR Z5 0.24 0.16; SWELL Z2 0.06 0.18; TIGHTEN Z3 0.31 0.08; SWELL Z2 0.02 0.18; RELIEF Z3 0.04 0.00; TIGHTEN Z4 0.31 0.08; SHIFT Z0 Z2 8 0.00; SHIFT Z5 Z4 13 0.07; SMEAR Z6 0.07 0.09; RELIEF Z2 0.28 0.00; CLAMP Z5 60; TIGHTEN Z6 0.04 0.14; ROTATE 5; TIGHTEN Z5 0.31 0.14; SPLIT Z7 Z2 Z0 9 0.50 0.00; SPLIT Z0 Z0 Z6 15 0.20 0.04; SWELL Z0 0.13 0.10; RELIEF Z5 0.16 0.00; ROTATE 3; RELIEF Z6 0.28 0.20; TIGHTEN Z3 0.18 0.00; SPLIT Z1 Z0 Z1 9 0.65 0.09; SHIFT Z0 Z4 19 0.00; SHIFT Z3 Z0 8 0.00; SPLIT Z0 Z6 Z3 22 0.50 0.04; SHIFT Z1 Z5 5 0.03,39,vellum,damp,south,0.52808,0.0,0.0,0.0,7,4,7,5,3,2,2,4,medium,empty,rotate
